"","Week.number","Week.ended","Total.deaths..all.ages","All.Under.1.year","All.01.14","All.15.44","All.45.64","All.65.74","All.75.84","All.85.","Male.Under.1.year","Male.01.14","Male.15.44","Male.45.64","Male.65.74","Male.75.84","Male.85.","Female.Under.1.year","Female.01.14","Female.15.44","Female.45.64","Female.65.74","Female.75.84","Female.85.","North.East","North.West","Yorkshire.and.The.Humber","East.Midlands","West.Midlands","East","London","South.East","South.West","Wales"
"135",31,2012-08-03,8942,56,13,271,1153,1527,2590,3331,31,8,178,675,893,1331,1147,25,5,93,478,634,1259,2184,480,1212,844,767,868,964,829,1401,971,576
"136",32,2012-08-10,8810,70,38,249,1124,1447,2564,3316,43,19,158,677,850,1339,1213,27,19,91,447,597,1225,2103,469,1215,871,746,935,889,808,1336,968,548
"137",33,2012-08-17,8776,54,14,268,1108,1446,2611,3274,21,9,167,654,844,1354,1190,33,5,101,454,602,1257,2084,452,1138,872,707,909,962,807,1335,962,604
"138",34,2012-08-24,8977,62,19,283,1144,1515,2618,3336,28,8,160,690,928,1329,1200,34,11,123,454,587,1289,2136,460,1211,917,749,937,1001,844,1342,936,553
"139",35,2012-08-31,7617,62,13,243,952,1293,2288,2766,36,8,155,576,767,1211,1029,26,5,88,376,526,1077,1737,397,1075,793,634,812,790,734,1088,793,478
"140",36,2012-09-07,8848,62,20,243,1164,1418,2596,3345,36,17,155,671,830,1328,1198,26,3,88,493,588,1268,2147,450,1233,853,764,954,933,829,1304,974,534
"141",37,2012-09-14,8641,63,19,259,1106,1476,2486,3231,31,13,181,688,893,1301,1228,32,6,78,418,583,1185,2003,475,1178,940,735,897,858,799,1319,902,511
"142",38,2012-09-21,8839,56,15,319,1173,1474,2548,3253,27,7,209,713,840,1338,1166,29,8,110,460,634,1210,2087,518,1268,882,725,878,893,811,1305,997,538
"143",39,2012-09-28,8865,59,16,246,1094,1495,2624,3330,37,13,147,642,920,1393,1217,22,3,99,452,575,1231,2113,468,1223,891,712,902,918,830,1343,942,615
"144",40,2012-10-05,9070,66,16,234,1122,1508,2639,3483,37,13,153,670,896,1411,1296,29,3,81,452,612,1228,2187,471,1299,858,714,914,920,855,1455,997,561
"145",41,2012-10-12,9441,52,11,270,1162,1489,2821,3636,27,4,176,692,858,1429,1310,25,7,94,470,631,1392,2326,467,1298,940,765,965,987,887,1475,1022,613
"146",42,2012-10-19,9284,57,24,245,1120,1535,2750,3553,39,16,159,644,910,1441,1283,18,8,86,476,625,1309,2270,510,1277,901,791,883,1018,897,1443,1003,543
"147",43,2012-10-26,9550,49,31,280,1149,1490,2842,3709,27,15,182,689,868,1462,1373,22,16,98,460,622,1380,2336,503,1355,948,794,990,970,920,1480,1001,574
"148",44,2012-11-02,9335,63,21,284,1158,1579,2666,3563,35,13,181,661,919,1335,1266,28,8,103,497,660,1331,2297,459,1348,928,753,951,973,898,1393,998,609
"149",45,2012-11-09,9683,66,25,304,1172,1556,2813,3746,38,15,193,696,887,1483,1364,28,10,111,476,669,1330,2382,459,1348,928,753,951,973,898,1393,998,609
"150",46,2012-11-16,9900,69,19,288,1197,1576,2863,3888,37,10,188,725,910,1480,1444,32,9,100,472,666,1383,2444,507,1370,954,763,1000,1007,926,1539,1015,586
"151",47,2012-11-23,9679,70,18,307,1203,1522,2765,3783,42,6,206,722,894,1458,1412,28,12,101,481,628,1307,2371,550,1276,1017,836,1022,1011,987,1496,1074,608
"152",48,2012-11-30,9394,58,19,268,1136,1551,2826,3532,30,8,172,693,905,1507,1285,28,11,96,443,646,1319,2247,539,1236,929,794,999,1059,956,1483,1031,629
"153",49,2012-12-07,9844,71,32,283,1219,1575,2888,3774,38,18,185,753,921,1519,1370,33,14,98,466,654,1369,2404,492,1321,897,765,958,971,901,1415,983,668
"154",50,2012-12-14,10388,60,23,334,1213,1628,3060,4068,39,11,221,692,947,1589,1539,21,12,113,521,681,1471,2529,543,1330,1017,827,1014,1003,899,1492,1048,650
"155",51,2012-12-21,11461,56,23,306,1315,1823,3343,4585,33,14,219,732,1043,1731,1655,23,9,87,583,780,1612,2930,584,1433,977,869,1085,1062,986,1610,1017,744
"156",52,2012-12-28,8096,40,15,200,817,1240,2397,3387,24,7,112,477,738,1226,1204,16,8,88,340,502,1171,2183,421,1174,845,696,792,809,792,1179,821,552
"157",1,2013-01-04,11620,34,24,220,1179,1780,3461,4921,17,13,129,679,1047,1734,1757,17,11,91,500,733,1727,3164,696,1545,1138,976,1268,1198,1080,1793,1174,725
"158",2,2013-01-11,12541,65,27,315,1481,1849,3703,5100,50,11,183,885,1071,1915,1775,15,16,132,596,778,1788,3325,732,1650,1213,1025,1325,1299,1182,1988,1346,755
"159",3,2013-01-18,11075,54,11,324,1305,1693,3156,4532,32,5,192,791,1001,1594,1621,22,6,132,514,692,1562,2911,646,1539,1155,928,1072,1232,1012,1680,1149,647
"160",4,2013-01-25,11262,49,20,285,1216,1780,3286,4625,24,12,179,730,1035,1713,1614,25,8,106,486,745,1573,3011,607,1571,1163,919,1158,1193,1063,1643,1191,738
"161",5,2013-02-01,11314,51,24,253,1288,1682,3293,4723,31,10,155,749,982,1739,1758,20,14,98,539,700,1554,2965,599,1481,1121,956,1149,1215,1079,1734,1211,749
"162",6,2013-02-08,11044,59,21,295,1235,1713,3243,4478,30,10,193,740,1007,1645,1614,29,11,102,495,706,1598,2864,565,1533,1102,873,1172,1144,1052,1725,1182,682
"163",7,2013-02-15,11030,55,31,357,1307,1682,3200,4396,32,12,216,785,988,1649,1608,23,19,141,522,694,1551,2788,585,1542,1126,912,1174,1138,1117,1575,1146,697
"164",8,2013-02-22,10850,58,22,292,1170,1655,3132,4515,42,8,178,688,985,1569,1645,16,14,114,482,670,1563,2870,554,1522,1102,939,1074,1116,1048,1631,1159,688
"165",9,2013-03-01,10783,52,25,318,1242,1664,3079,4400,34,12,210,755,945,1615,1596,18,13,108,487,719,1464,2804,532,1525,1056,893,1093,1171,1004,1693,1155,642
"166",10,2013-03-08,11245,52,24,279,1287,1706,3269,4625,23,16,167,727,1011,1692,1669,29,8,112,560,695,1577,2956,529,1568,1088,950,1198,1210,1041,1724,1198,719
"167",11,2013-03-15,11180,55,27,313,1261,1668,3239,4617,39,16,205,772,980,1615,1638,16,11,108,489,688,1624,2979,513,1538,1067,912,1223,1148,1019,1726,1286,720
"168",12,2013-03-22,11075,59,15,297,1245,1609,3280,4567,25,6,203,743,945,1699,1591,34,9,94,502,664,1581,2976,517,1534,1152,987,1121,1168,1017,1631,1195,729
"169",13,2013-03-29,9280,41,22,238,1031,1435,2672,3821,25,16,154,618,847,1347,1393,16,6,84,413,588,1325,2428,466,1300,927,764,960,908,902,1403,1022,617
"170",14,2013-04-05,10890,55,21,276,1245,1652,3162,4467,39,14,161,755,954,1635,1618,16,7,115,490,698,1527,2849,516,1531,1113,911,1153,1084,1041,1579,1169,736
"171",15,2013-04-12,12147,47,20,308,1351,1866,3543,4999,22,12,196,835,1093,1834,1805,25,8,112,516,773,1709,3194,600,1660,1147,952,1371,1233,1125,1914,1320,792
"172",16,2013-04-19,11752,49,24,285,1352,1814,3418,4808,33,11,200,817,1037,1804,1743,16,13,85,535,777,1614,3065,565,1524,1139,1014,1197,1274,1062,1801,1322,770
"173",17,2013-04-26,10625,48,17,328,1226,1693,3009,4304,30,7,216,761,1005,1557,1522,18,10,112,465,688,1452,2782,505,1449,1085,869,1066,1134,981,1648,1159,708
"174",18,2013-05-03,10169,63,23,330,1225,1650,2897,3978,26,13,231,749,992,1572,1413,37,10,99,476,658,1325,2565,555,1347,966,852,1042,1070,952,1612,1094,657
"175",19,2013-05-10,8814,56,17,269,1046,1468,2594,3363,34,10,163,631,873,1401,1220,22,7,106,415,595,1193,2143,483,1213,895,718,870,954,868,1306,942,547
"176",20,2013-05-17,9847,67,20,278,1199,1633,2961,3688,41,9,201,700,981,1594,1328,26,11,77,499,652,1367,2360,484,1295,995,823,1047,1040,919,1546,1068,603
"177",21,2013-05-24,9530,52,24,255,1133,1489,2912,3663,34,15,178,688,840,1580,1332,18,9,77,445,649,1332,2331,489,1293,978,776,1000,978,863,1501,1020,606
"178",22,2013-05-31,8333,50,17,223,1036,1428,2479,3098,34,7,137,592,796,1272,1151,16,10,86,444,632,1207,1947,488,1176,779,695,846,875,769,1267,856,557
"179",23,2013-06-07,9482,42,19,298,1164,1630,2803,3525,23,11,190,685,950,1414,1341,19,8,108,479,680,1389,2184,502,1256,917,803,1002,1004,870,1525,961,603
"180",24,2013-06-14,8869,57,20,249,1158,1501,2622,3261,36,13,159,686,876,1369,1229,21,7,90,472,625,1253,2032,468,1206,874,735,909,947,865,1318,975,556
"181",25,2013-06-21,8904,57,24,287,1137,1495,2623,3281,32,18,193,670,842,1388,1228,25,6,94,467,653,1235,2053,467,1163,850,757,861,994,866,1381,947,583
"182",26,2013-06-28,8589,39,20,295,1104,1469,2525,3136,23,12,188,673,846,1310,1157,16,8,107,431,623,1215,1979,476,1150,817,696,846,1022,811,1310,906,533
"183",27,2013-07-05,8790,52,16,262,1173,1489,2548,3223,24,7,169,685,861,1336,1211,28,9,93,488,628,1212,2012,449,1190,868,769,894,912,833,1415,926,520
"184",28,2013-07-12,8533,51,26,274,1092,1450,2494,3146,26,15,174,666,859,1294,1232,25,11,100,426,591,1200,1914,413,1212,861,702,902,860,797,1305,914,534
"185",29,2013-07-19,8790,50,17,290,1153,1465,2585,3230,27,11,175,706,885,1367,1170,23,6,115,447,580,1218,2060,480,1130,902,718,969,907,803,1394,958,513
"186",30,2013-07-26,8476,53,14,269,1069,1439,2470,3162,34,6,180,648,821,1287,1109,19,8,89,421,618,1183,2053,426,1173,789,751,852,864,837,1282,922,553
"187",31,2013-08-02,8159,59,20,256,1091,1383,2330,3018,29,12,162,645,807,1210,1091,30,8,94,446,576,1120,1927,395,1121,851,648,853,866,766,1269,853,518
"188",32,2013-08-09,8280,47,11,274,1056,1458,2451,2983,25,10,176,605,854,1327,1119,22,1,98,451,604,1124,1864,417,1123,855,715,828,874,717,1302,911,516
"189",33,2013-08-16,8231,52,22,271,1134,1395,2392,2964,28,9,165,656,819,1260,1089,24,13,106,478,576,1132,1875,461,1133,819,642,849,830,767,1274,904,524
"190",34,2013-08-23,8579,53,20,251,1042,1516,2524,3167,32,10,162,643,876,1263,1200,21,10,89,399,640,1261,1967,447,1171,854,664,902,902,790,1389,909,524
"191",35,2013-08-30,7688,40,15,223,964,1295,2287,2861,17,8,147,548,783,1183,1067,23,7,76,416,512,1104,1794,393,1062,790,647,754,775,754,1164,808,511
"192",36,2013-09-06,8905,52,23,290,1098,1484,2641,3316,34,13,208,634,868,1420,1234,18,10,82,464,616,1221,2082,485,1209,874,747,895,922,810,1355,1003,569
"193",37,2013-09-13,8347,61,19,247,1099,1437,2376,3108,33,8,147,661,878,1284,1147,28,11,100,438,559,1092,1961,438,1105,833,721,881,888,770,1253,888,530
"194",38,2013-09-20,8635,58,18,263,1094,1516,2526,3158,42,8,164,683,889,1347,1158,16,10,99,411,627,1179,2000,450,1145,875,723,842,904,813,1352,953,543
"195",39,2013-09-27,9155,54,18,282,1180,1527,2597,3497,25,11,185,696,891,1323,1280,29,7,97,484,636,1274,2217,469,1277,935,742,930,985,839,1429,960,558
"196",40,2013-10-04,9191,48,16,302,1134,1494,2697,3498,25,5,204,686,850,1425,1333,23,11,98,448,644,1272,2165,526,1251,862,786,910,979,915,1374,972,589
"197",41,2013-10-11,8939,58,18,316,1102,1538,2614,3293,31,9,209,650,907,1406,1233,27,9,107,452,631,1208,2060,481,1186,933,753,915,933,859,1325,971,555
"198",42,2013-10-18,9237,58,18,288,1166,1480,2729,3494,31,12,182,714,884,1452,1232,27,6,106,452,596,1277,2262,504,1231,865,792,937,1033,862,1378,987,594
"199",43,2013-10-25,9236,51,25,274,1131,1482,2651,3621,28,17,186,662,853,1430,1354,23,8,88,469,629,1221,2267,482,1227,876,803,951,943,870,1471,1007,551
"200",44,2013-11-01,9107,53,15,293,1103,1546,2637,3460,27,10,189,651,928,1383,1278,26,5,104,452,618,1254,2182,523,1258,875,769,963,997,835,1336,977,559
"201",45,2013-11-08,9449,65,16,276,1133,1552,2819,3588,38,7,182,680,878,1502,1354,27,9,94,453,674,1317,2234,494,1221,950,765,963,1008,918,1455,1052,591
"202",46,2013-11-15,9583,72,29,316,1222,1528,2775,3641,38,15,212,734,848,1445,1322,34,14,104,488,680,1330,2319,565,1301,954,804,925,1006,922,1428,1044,597
"203",47,2013-11-22,9587,54,18,310,1183,1549,2811,3662,28,7,201,756,922,1466,1356,26,11,109,427,627,1345,2306,503,1357,898,811,992,1003,879,1485,1020,609
"204",48,2013-11-29,9636,66,23,324,1127,1588,2901,3604,41,17,216,678,978,1578,1340,25,6,108,449,610,1323,2264,523,1319,932,803,986,985,882,1500,1054,627
"205",49,2013-12-06,9908,51,23,295,1192,1629,2889,3825,25,13,198,728,948,1522,1466,26,10,97,464,681,1367,2359,486,1307,974,837,1000,1059,895,1605,1102,621
"206",50,2013-12-13,10033,50,19,318,1141,1633,2935,3937,22,8,217,669,934,1554,1484,28,11,101,472,699,1381,2453,478,1426,1038,802,1058,1007,917,1505,1126,654
"207",51,2013-12-20,10335,69,27,375,1280,1614,3017,3951,47,13,245,797,932,1557,1480,22,14,130,483,682,1460,2471,536,1366,1052,901,1091,1067,975,1577,1101,644
"208",52,2013-12-27,6606,41,13,189,796,1060,1890,2617,18,11,120,469,617,993,993,23,2,69,327,443,897,1624,374,925,689,563,616,711,590,1019,692,404
"209",1,2014-01-03,11448,36,16,213,1269,1868,3308,4738,20,12,125,731,1043,1700,1767,16,4,88,538,825,1608,2971,554,1581,1139,952,1212,1164,1129,1739,1208,751
"210",2,2014-01-10,11847,47,25,276,1391,1885,3482,4739,26,17,152,831,1089,1835,1753,21,8,124,560,796,1647,2986,615,1549,1151,989,1304,1297,1103,1897,1187,725
"211",3,2014-01-17,11061,67,15,278,1326,1727,3215,4433,27,6,175,782,1002,1659,1648,40,9,103,544,725,1556,2785,547,1520,1077,894,1181,1183,962,1732,1235,690
"212",4,2014-01-24,10374,48,18,301,1228,1696,3008,4075,29,12,194,742,977,1586,1524,19,6,107,486,719,1422,2551,573,1377,1058,872,1084,1076,982,1589,1118,604
"213",5,2014-01-31,10258,54,21,313,1249,1656,2951,4014,27,11,200,765,980,1555,1439,27,10,113,484,676,1396,2575,550,1385,1020,869,1114,1057,967,1603,1053,622
"214",6,2014-02-07,10147,47,24,303,1246,1566,2937,4021,28,17,193,770,892,1518,1542,19,7,110,476,674,1419,2479,537,1431,976,839,1039,1121,941,1517,1055,655
"215",7,2014-02-14,10198,58,27,328,1196,1652,2959,3966,33,15,218,698,981,1535,1505,25,12,110,498,671,1424,2461,538,1453,999,862,1105,1081,952,1497,1095,590
"216",8,2014-02-21,10427,58,28,310,1191,1634,2985,4220,31,18,200,705,949,1547,1684,27,10,110,486,685,1438,2536,590,1408,1016,864,1024,1118,950,1629,1128,681
"217",9,2014-02-28,10377,70,22,312,1240,1744,2989,4000,34,11,196,718,1043,1588,1427,36,11,116,522,701,1401,2573,526,1428,983,912,1098,1115,982,1608,1071,621
"218",10,2014-03-07,9828,44,20,329,1170,1607,2867,3790,24,11,210,702,922,1478,1407,20,9,119,468,685,1389,2383,536,1342,962,801,1049,1042,949,1495,1026,605
"219",11,2014-03-14,10005,52,26,332,1276,1629,2867,3816,27,8,209,771,959,1454,1396,25,18,123,505,670,1413,2420,522,1400,1000,872,998,1005,985,1487,1086,617
"220",12,2014-03-21,9832,54,15,330,1225,1612,2895,3696,33,9,215,729,955,1479,1391,21,6,115,496,657,1416,2305,516,1312,959,833,1057,997,953,1580,1000,607
"221",13,2014-03-28,9622,76,19,270,1206,1529,2852,3670,39,9,175,722,904,1501,1392,37,10,95,484,625,1351,2278,516,1352,896,836,964,1040,937,1466,978,604
"222",14,2014-04-04,9944,45,18,310,1174,1645,2915,3823,19,10,184,700,961,1568,1465,26,8,126,474,684,1347,2358,562,1354,940,851,1024,1100,969,1484,1018,626
"223",15,2014-04-11,9504,59,23,299,1160,1627,2631,3701,39,15,203,717,922,1402,1421,20,8,96,443,705,1229,2280,502,1279,921,772,1000,985,884,1510,1039,589
"224",16,2014-04-18,8000,49,18,243,951,1344,2362,3029,29,12,153,582,750,1270,1145,20,6,90,369,594,1092,1884,443,1078,775,654,862,876,727,1188,855,527
"225",17,2014-04-25,9359,55,20,277,1087,1573,2801,3544,33,11,178,633,922,1464,1381,22,9,99,454,651,1337,2163,458,1348,919,818,919,950,910,1441,945,634
"226",18,2014-05-02,10527,49,23,356,1283,1722,3043,4049,29,10,220,763,1003,1583,1496,20,13,136,520,719,1460,2553,589,1367,1049,832,1081,1095,975,1670,1159,686
"227",19,2014-05-09,8613,40,17,226,1015,1468,2543,3304,23,10,149,603,886,1362,1264,17,7,77,412,582,1181,2040,456,1163,835,752,860,951,810,1312,944,515
"228",20,2014-05-16,9513,48,20,291,1162,1592,2690,3709,23,12,165,694,940,1420,1386,25,8,126,468,652,1270,2323,482,1235,960,793,1002,1051,887,1511,988,576
"229",21,2014-05-23,9313,65,17,319,1144,1628,2669,3469,38,10,199,701,964,1415,1246,27,7,120,443,664,1254,2223,505,1276,898,745,919,912,946,1416,1066,602
"230",22,2014-05-30,8034,45,21,210,986,1409,2279,3078,29,11,130,591,820,1217,1153,16,10,80,395,589,1062,1925,465,1158,791,686,748,775,804,1261,807,514
"231",23,2014-06-06,9557,56,32,301,1170,1639,2748,3608,36,23,192,698,977,1455,1399,20,9,109,472,662,1293,2209,463,1263,925,826,997,1064,890,1536,979,588
"232",24,2014-06-13,9414,58,22,292,1136,1575,2725,3602,34,18,194,706,918,1481,1392,24,4,98,430,657,1244,2210,471,1282,888,792,982,961,869,1522,1045,574
"233",25,2014-06-20,8946,52,15,313,1144,1472,2663,3287,24,9,194,673,868,1421,1278,28,6,119,471,604,1242,2009,485,1241,826,794,893,1010,825,1341,957,552
"234",26,2014-06-27,8931,51,17,285,1173,1536,2558,3311,23,13,173,719,897,1378,1203,28,4,112,454,639,1180,2108,505,1201,904,774,927,955,839,1314,946,541
"235",27,2014-07-04,8763,38,26,251,1143,1498,2495,3312,21,16,162,682,927,1310,1246,17,10,89,461,571,1185,2066,451,1189,906,748,898,898,807,1391,886,568
"236",28,2014-07-11,8784,44,32,296,1098,1428,2545,3339,20,19,182,677,840,1377,1256,24,13,114,421,588,1168,2083,487,1235,829,771,848,1013,804,1311,912,551
"237",29,2014-07-18,9119,42,24,276,1180,1546,2622,3424,21,12,167,713,924,1383,1295,21,12,109,467,622,1239,2129,514,1242,905,789,927,933,826,1419,930,601
"238",30,2014-07-25,8965,57,19,234,1109,1507,2628,3409,29,12,145,637,888,1374,1266,28,7,89,472,619,1254,2143,477,1220,806,719,897,1006,884,1381,961,590
"239",31,2014-08-01,8916,52,20,312,1114,1520,2556,3339,29,10,203,687,869,1322,1261,23,10,109,427,651,1234,2078,482,1176,870,705,939,970,875,1399,930,545
"240",32,2014-08-08,8755,58,22,248,1155,1455,2514,3302,28,13,164,691,842,1304,1175,30,9,84,464,613,1210,2127,440,1179,854,720,954,917,836,1360,923,545
"241",33,2014-08-15,8792,57,18,293,1151,1420,2533,3318,27,11,190,720,826,1354,1280,30,7,103,431,594,1179,2038,505,1174,862,761,865,943,836,1338,956,526
"242",34,2014-08-22,8769,58,15,268,1128,1453,2515,3332,26,10,170,665,830,1358,1221,32,5,98,463,623,1157,2111,497,1220,877,777,885,920,847,1277,911,526
"243",35,2014-08-29,8027,40,15,246,988,1346,2360,3032,25,12,153,566,761,1212,1162,15,3,93,422,585,1148,1870,468,1149,831,623,824,809,717,1220,848,515
"244",36,2014-09-05,9671,50,13,247,1167,1641,2858,3695,20,7,145,686,992,1498,1348,30,6,102,481,649,1360,2347,530,1299,1003,745,1026,1054,923,1467,1012,582
"245",37,2014-09-12,9284,57,23,300,1146,1487,2701,3570,35,13,203,689,911,1429,1378,22,10,97,457,576,1272,2192,487,1229,899,762,963,999,893,1448,1004,562
"246",38,2014-09-19,9107,57,13,262,1137,1510,2667,3459,37,5,168,665,931,1381,1247,20,8,94,472,579,1286,2212,505,1241,901,747,962,968,873,1315,1005,568
"247",39,2014-09-26,9048,56,17,292,1097,1501,2637,3447,34,11,190,693,911,1364,1266,22,6,102,404,590,1273,2181,525,1171,897,736,941,983,832,1431,936,571
"248",40,2014-10-03,9271,54,22,288,1113,1481,2680,3631,33,15,191,647,828,1420,1379,21,7,97,466,653,1260,2252,525,1261,888,769,969,989,871,1435,967,569
"249",41,2014-10-10,9173,66,21,270,1158,1483,2640,3535,32,9,175,701,854,1383,1358,34,12,95,457,629,1257,2177,568,1187,891,809,975,983,804,1396,958,556
"250",42,2014-10-17,9464,49,19,273,1158,1551,2732,3681,21,10,172,711,912,1447,1390,28,9,101,447,639,1285,2291,498,1290,979,785,920,1023,869,1397,1039,627
"251",43,2014-10-24,9603,56,19,285,1122,1571,2808,3742,30,8,175,676,926,1495,1387,26,11,110,446,645,1313,2355,472,1259,937,775,1014,1024,893,1525,1010,670
"252",44,2014-10-31,9586,51,25,312,1119,1593,2771,3715,34,17,197,649,952,1405,1398,17,8,115,470,641,1366,2317,496,1300,940,782,974,950,1016,1399,1030,673
"253",45,2014-11-07,9753,47,16,289,1153,1537,2875,3834,29,10,183,684,880,1568,1427,18,6,106,469,657,1307,2407,488,1290,960,856,992,1118,884,1541,1020,573
"254",46,2014-11-14,10036,60,12,300,1156,1631,2933,3937,32,4,185,673,980,1529,1467,28,8,115,483,651,1404,2470,523,1395,948,833,1054,1095,973,1571,1024,592
"255",47,2014-11-21,9472,49,16,288,1092,1547,2733,3729,24,8,193,651,919,1440,1398,25,8,95,441,628,1293,2331,471,1261,949,802,963,992,860,1521,999,612
"256",48,2014-11-28,9928,64,18,321,1224,1642,2894,3757,36,8,212,719,956,1515,1413,28,10,109,505,686,1379,2344,517,1330,982,804,1025,1056,995,1578,988,622
"257",49,2014-12-05,10267,62,26,339,1194,1674,2935,4037,35,10,220,743,952,1549,1512,27,16,119,451,722,1386,2525,520,1443,1018,797,1034,1128,1001,1573,1080,650
"258",50,2014-12-12,10550,40,24,300,1202,1715,3085,4180,21,16,208,689,959,1662,1529,19,8,92,513,756,1423,2651,575,1475,1069,899,1065,1080,1016,1541,1076,731
"259",51,2014-12-19,11681,50,24,285,1258,1835,3279,4950,23,15,184,750,1100,1679,1856,27,9,101,508,735,1600,3094,633,1591,1176,1003,1204,1215,1139,1707,1266,723
"260",52,2014-12-26,7837,37,16,189,782,1238,2247,3327,22,10,128,447,690,1145,1205,15,6,61,335,548,1102,2122,438,1101,833,660,743,804,773,1155,812,503
"261",1,2015-01-02,12286,56,16,198,1229,1845,3548,5392,29,9,108,689,1042,1865,1915,27,7,90,540,803,1683,3477,699,1718,1261,1012,1296,1221,1233,1811,1272,725
"262",2,2015-01-09,16237,80,28,298,1552,2387,4505,7387,45,15,192,912,1347,2306,2596,35,13,106,640,1040,2199,4791,753,2282,1607,1328,1713,1712,1549,2525,1697,1031
"263",3,2015-01-16,14866,46,28,316,1393,2107,4191,6785,25,13,212,813,1205,2104,2443,21,15,104,580,902,2087,4342,799,1968,1442,1286,1542,1657,1275,2427,1498,936
"264",4,2015-01-23,13934,61,20,318,1387,2019,3964,6165,34,15,211,837,1105,2030,2215,27,5,107,550,914,1934,3950,798,1806,1386,1206,1400,1565,1220,2196,1510,828
"265",5,2015-01-30,12900,66,20,329,1368,1869,3685,5563,42,11,215,799,1100,1908,1986,24,9,114,569,769,1777,3577,717,1669,1220,1119,1395,1450,1119,1991,1398,801
"266",6,2015-02-06,12039,66,30,286,1280,1774,3425,5178,37,18,173,753,1052,1821,1912,29,12,113,527,722,1604,3266,669,1586,1151,1071,1229,1360,1097,1843,1297,720
"267",7,2015-02-13,11822,66,18,312,1281,1798,3398,4949,31,13,204,749,1059,1826,1850,35,5,108,532,739,1572,3099,661,1608,1128,1021,1161,1284,1108,1836,1283,710
"268",8,2015-02-20,11434,47,18,303,1225,1714,3309,4817,25,7,187,733,973,1713,1809,22,11,116,492,741,1596,3008,669,1466,1068,965,1152,1276,1102,1713,1257,739
"269",9,2015-02-27,11472,48,25,296,1267,1749,3355,4731,28,14,184,760,997,1749,1749,20,11,112,507,752,1606,2982,606,1466,1113,973,1149,1286,1062,1767,1290,736
"270",10,2015-03-06,11469,44,19,291,1225,1850,3279,4759,29,11,181,763,1087,1689,1696,15,8,110,462,763,1590,3063,622,1559,1106,966,1188,1232,1063,1709,1290,712
"271",11,2015-03-13,10951,38,17,272,1228,1725,3122,4547,27,7,158,707,981,1623,1590,11,10,114,521,744,1499,2957,573,1462,1040,904,1101,1172,1070,1731,1219,661
